id,Season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_id,player_of_match,umpire1,umpire2,umpire3,,,
400,IPL-2013,Chandigarh,16-04-2013,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kings XI Punjab,4,0,0,MS Gony,CK Nandan,SJA Taufel,,,,
401,IPL-2013,Bangalore,16-04-2013,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,tie,0,Royal Challengers Bangalore,0,0,0,V Kohli,M Erasmus,VA Kulkarni,,,,
402,IPL-2013,Pune,17-04-2013,Sunrisers Hyderabad,Pune Warriors,Pune Warriors,field,normal,0,Sunrisers Hyderabad,11,0,0,A Mishra,Asad Rauf,AK Chaudhary,,,,
403,IPL-2013,Jaipur,17-04-2013,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,normal,0,Rajasthan Royals,87,0,0,AM Rahane,Aleem Dar,C Shamshuddin,,,,
404,IPL-2013,Delhi,18-04-2013,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,0,Chennai Super Kings,86,0,0,MEK Hussey,M Erasmus,VA Kulkarni,,,,
405,IPL-2013,Hyderabad,19-04-2013,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,normal,0,Sunrisers Hyderabad,0,5,0,GH Vihari,HDPK Dharmasena,CK Nandan,,,,
406,IPL-2013,Kolkata,20-04-2013,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,normal,0,Chennai Super Kings,0,4,0,RA Jadeja,Asad Rauf,AK Chaudhary,,,,
407,IPL-2013,Bangalore,20-04-2013,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,7,0,R Vinay Kumar,Aleem Dar,C Shamshuddin,,,,
408,IPL-2013,Delhi,21-04-2013,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,normal,0,Delhi Daredevils,0,9,0,V Sehwag,HDPK Dharmasena,S Ravi,,,,
409,IPL-2013,Chandigarh,21-04-2013,Pune Warriors,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,7,0,DA Miller,M Erasmus,K Srinath,,,,
410,IPL-2013,Chennai,22-04-2013,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,0,Chennai Super Kings,0,5,0,MEK Hussey,S Asnani,AK Chaudhary,,,,
411,IPL-2013,Bangalore,23-04-2013,Royal Challengers Bangalore,Pune Warriors,Pune Warriors,field,normal,0,Royal Challengers Bangalore,130,0,0,CH Gayle,Aleem Dar,C Shamshuddin,,,,
412,IPL-2013,Dharamsala,16-05-2013,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,0,Kings XI Punjab,7,0,0,DA Miller,HDPK Dharmasena,S Ravi,,,,
413,IPL-2013,Kolkata,24-04-2013,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,normal,0,Mumbai Indians,0,5,0,DR Smith,HDPK Dharmasena,S Ravi,,,,
414,IPL-2013,Chennai,25-04-2013,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,normal,0,Chennai Super Kings,0,5,0,MS Dhoni,Aleem Dar,S Das,,,,
415,IPL-2013,Kolkata,26-04-2013,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,normal,0,Kolkata Knight Riders,0,6,0,JH Kallis,CK Nandan,S Ravi,,,,
416,IPL-2013,Jaipur,27-04-2013,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,0,Rajasthan Royals,0,8,0,JP Faulkner,VA Kulkarni,K Srinath,,,,
417,IPL-2013,Mumbai,27-04-2013,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,0,Mumbai Indians,58,0,0,DR Smith,Asad Rauf,S Asnani,,,,
418,IPL-2013,Chennai,28-04-2013,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Chennai Super Kings,14,0,0,MEK Hussey,Aleem Dar,SJA Taufel,,,,
419,IPL-2013,Raipur,28-04-2013,Delhi Daredevils,Pune Warriors,Pune Warriors,field,normal,0,Delhi Daredevils,15,0,0,DA Warner,CK Nandan,S Ravi,,,,
420,IPL-2013,Jaipur,29-04-2013,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,4,0,SV Samson,M Erasmus,K Srinath,,,,
421,IPL-2013,Mumbai,29-04-2013,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,0,Mumbai Indians,4,0,0,RG Sharma,Asad Rauf,AK Chaudhary,,,,
422,IPL-2013,Pune,30-04-2013,Chennai Super Kings,Pune Warriors,Chennai Super Kings,bat,normal,0,Chennai Super Kings,37,0,0,MS Dhoni,S Das,SJA Taufel,,,,
423,IPL-2013,Hyderabad,2013-01-05,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,normal,0,Sunrisers Hyderabad,0,7,0,I Sharma,Asad Rauf,S Asnani,,,,
424,IPL-2013,Raipur,2013-01-05,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,0,Delhi Daredevils,0,7,0,DA Warner,HDPK Dharmasena,CK Nandan,,,,
425,IPL-2013,Chennai,2013-02-05,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,0,Chennai Super Kings,15,0,0,SK Raina,M Erasmus,VA Kulkarni,,,,
426,IPL-2013,Pune,2013-02-05,Royal Challengers Bangalore,Pune Warriors,Royal Challengers Bangalore,bat,normal,0,Royal Challengers Bangalore,17,0,0,AB de Villiers,Aleem Dar,C Shamshuddin,,,,
427,IPL-2013,Kolkata,2013-03-05,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,0,Kolkata Knight Riders,0,8,0,YK Pathan,HDPK Dharmasena,CK Nandan,,,,
428,IPL-2013,Hyderabad,2013-04-05,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,normal,0,Sunrisers Hyderabad,0,6,0,DJG Sammy,Asad Rauf,S Asnani,,,,
429,IPL-2013,Bangalore,14-05-2013,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,7,0,AC Gilchrist,HDPK Dharmasena,S Ravi,,,,
430,IPL-2013,Mumbai,2013-05-05,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,Mumbai Indians,60,0,0,MG Johnson,HDPK Dharmasena,CK Nandan,,,,
431,IPL-2013,Jaipur,2013-05-05,Pune Warriors,Rajasthan Royals,Pune Warriors,bat,normal,0,Rajasthan Royals,0,5,0,AM Rahane,C Shamshuddin,RJ Tucker,,,,
432,IPL-2013,Bangalore,2013-09-04,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,normal,0,Royal Challengers Bangalore,0,7,0,V Kohli,S Ravi,SJA Taufel,,,,
433,IPL-2013,Jaipur,2013-07-05,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,normal,0,Rajasthan Royals,0,9,0,AM Rahane,Aleem Dar,RJ Tucker,,,,
434,IPL-2013,Mumbai,2013-07-05,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,normal,0,Mumbai Indians,65,0,0,SR Tendulkar,HDPK Dharmasena,S Ravi,,,,
435,IPL-2013,Hyderabad,2013-08-05,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Chennai Super Kings,77,0,0,SK Raina,S Das,NJ Llong,,,,
436,IPL-2013,Chandigarh,2013-09-05,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,8,0,KK Cooper,HDPK Dharmasena,S Ravi,,,,
437,IPL-2013,Pune,2013-09-05,Kolkata Knight Riders,Pune Warriors,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,46,0,0,G Gambhir,Asad Rauf,S Asnani,,,,
438,IPL-2013,Delhi,2013-10-05,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,0,Royal Challengers Bangalore,4,0,0,JD Unadkat,NJ Llong,K Srinath,,,,
439,IPL-2013,Pune,2013-11-05,Pune Warriors,Mumbai Indians,Pune Warriors,bat,normal,0,Mumbai Indians,0,5,0,MG Johnson,Asad Rauf,AK Chaudhary,,,,
440,IPL-2013,Chandigarh,2013-11-05,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Sunrisers Hyderabad,30,0,0,PA Patel,S Das,RJ Tucker,,,,
441,IPL-2013,Ranchi,2013-12-05,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,5,0,JH Kallis,NJ Llong,K Srinath,,,,
442,IPL-2013,Jaipur,2013-12-05,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,5,0,SR Watson,HDPK Dharmasena,CK Nandan,,,,
443,IPL-2013,Delhi,23-04-2013,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,5,0,Harmeet Singh,VA Kulkarni,K Srinath,,,,
444,IPL-2013,Mumbai,13-05-2013,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,0,Mumbai Indians,0,7,0,KA Pollard,AK Chaudhary,SJA Taufel,,,,
445,IPL-2013,Ranchi,15-05-2013,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Pune Warriors,7,0,0,MK Pandey,NJ Llong,K Srinath,,,,
446,IPL-2013,Chennai,14-05-2013,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,0,Chennai Super Kings,33,0,0,MS Dhoni,C Shamshuddin,RJ Tucker,,,,
447,IPL-2013,Mumbai,15-05-2013,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,Mumbai Indians,14,0,0,AP Tare,Asad Rauf,S Asnani,,,,
448,IPL-2013,Chandigarh,2013-06-05,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,0,DA Miller,VA Kulkarni,NJ Llong,,,,
449,IPL-2013,Hyderabad,17-05-2013,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,23,0,0,A Mishra,Asad Rauf,AK Chaudhary,,,,
450,IPL-2013,Dharamsala,18-05-2013,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Kings XI Punjab,50,0,0,Azhar Mahmood,HDPK Dharmasena,CK Nandan,,,,
451,IPL-2013,Pune,19-05-2013,Pune Warriors,Delhi Daredevils,Pune Warriors,bat,normal,0,Pune Warriors,38,0,0,LJ Wright,NJ Llong,SJA Taufel,,,,
452,IPL-2013,Bangalore,18-05-2013,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Royal Challengers Bangalore,24,0,0,V Kohli,C Shamshuddin,RJ Tucker,,,,
453,IPL-2013,Hyderabad,19-05-2013,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,normal,0,Sunrisers Hyderabad,0,5,0,PA Patel,Asad Rauf,S Asnani,,,,
454,IPL-2013,Delhi,21-05-2013,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,0,Chennai Super Kings,48,0,0,MEK Hussey,NJ Llong,RJ Tucker,,,,
455,IPL-2013,Delhi,22-05-2013,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,0,Rajasthan Royals,0,4,0,BJ Hodge,S Ravi,RJ Tucker,,,,
456,IPL-2013,Kolkata,24-05-2013,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,normal,0,Mumbai Indians,0,4,0,Harbhajan Singh,C Shamshuddin,SJA Taufel,,,,
457,IPL-2013,Kolkata,26-05-2013,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,Mumbai Indians,23,0,0,KA Pollard,HDPK Dharmasena,SJA Taufel,,,,
458,IPL-2014,Abu Dhabi,16-04-2014,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,41,0,0,JH Kallis,M Erasmus,RK Illingworth,,,,
459,IPL-2014,Sharjah,17-04-2014,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,8,0,YS Chahal,Aleem Dar,S Ravi,,,,
460,IPL-2014,Abu Dhabi,18-04-2014,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,0,Kings XI Punjab,0,6,0,GJ Maxwell,RK Illingworth,C Shamshuddin,,,,
461,IPL-2014,Abu Dhabi,18-04-2014,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,4,0,AM Rahane,BF Bowden,RK Illingworth,,,,
462,IPL-2014,,19-04-2014,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,7,0,PA Patel,Aleem Dar,AK Chaudhary,,,,
463,IPL-2014,,19-04-2014,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,0,Delhi Daredevils,0,4,0,JP Duminy,Aleem Dar,VA Kulkarni,,,,
464,IPL-2014,Sharjah,20-04-2014,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,7,0,GJ Maxwell,BF Bowden,M Erasmus,,,,
465,IPL-2014,Abu Dhabi,21-04-2014,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,0,Chennai Super Kings,93,0,0,SK Raina,RK Illingworth,C Shamshuddin,,,,
466,IPL-2014,Sharjah,22-04-2014,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Kings XI Punjab,72,0,0,GJ Maxwell,M Erasmus,S Ravi,,,,
467,IPL-2014,,23-04-2014,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,Chennai Super Kings,7,0,0,RA Jadeja,HDPK Dharmasena,RK Illingworth,,,,
468,IPL-2014,Sharjah,24-04-2014,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,2,0,0,CA Lynn,Aleem Dar,VA Kulkarni,,,,
469,IPL-2014,,25-04-2014,Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,bat,normal,0,Sunrisers Hyderabad,4,0,0,AJ Finch,M Erasmus,S Ravi,,,,
470,IPL-2014,,25-04-2014,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,Chennai Super Kings,0,7,0,MM Sharma,BF Bowden,M Erasmus,,,,
471,IPL-2014,Abu Dhabi,26-04-2014,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,6,0,PV Tambe,HDPK Dharmasena,C Shamshuddin,,,,
472,IPL-2014,Abu Dhabi,26-04-2014,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kings XI Punjab,23,0,0,Sandeep Sharma,HDPK Dharmasena,RK Illingworth,,,,
473,IPL-2014,Sharjah,27-04-2014,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,normal,0,Delhi Daredevils,0,6,0,M Vijay,Aleem Dar,VA Kulkarni,,,,
474,IPL-2014,Sharjah,27-04-2014,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,normal,0,Chennai Super Kings,0,5,0,DR Smith,AK Chaudhary,VA Kulkarni,,,,
475,IPL-2014,,28-04-2014,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,5,0,Sandeep Sharma,BF Bowden,S Ravi,,,,
476,IPL-2014,Abu Dhabi,29-04-2014,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,tie,0,Rajasthan Royals,0,0,0,JP Faulkner,Aleem Dar,AK Chaudhary,,,,
477,IPL-2014,,30-04-2014,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,normal,0,Sunrisers Hyderabad,15,0,0,B Kumar,HDPK Dharmasena,M Erasmus,,,,
478,IPL-2014,Ranchi,2014-02-05,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,0,Chennai Super Kings,34,0,0,RA Jadeja,AK Chaudhary,NJ Llong,,,,
479,IPL-2014,Mumbai,2014-03-05,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,normal,0,Mumbai Indians,0,5,0,CJ Anderson,BNJ Oxenford,C Shamshuddin,,,,
480,IPL-2014,Delhi,2014-03-05,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,7,0,KK Nair,SS Hazare,S Ravi,,,,
481,IPL-2014,Bangalore,2014-04-05,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,4,0,AB de Villiers,HDPK Dharmasena,VA Kulkarni,,,,
482,IPL-2014,Ahmedabad,2014-05-05,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Rajasthan Royals,10,0,0,PV Tambe,NJ Llong,CK Nandan,,,,
483,IPL-2014,Delhi,2014-05-05,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,8,0,DR Smith,RM Deshpande,BNJ Oxenford,,,,
484,IPL-2014,Mumbai,2014-06-05,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,19,0,0,RG Sharma,S Ravi,K Srinath,,,,
485,IPL-2014,Delhi,2014-07-05,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,normal,0,Kolkata Knight Riders,0,8,0,G Gambhir,BNJ Oxenford,C Shamshuddin,,,,
486,IPL-2014,Cuttack,2014-07-05,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,0,Kings XI Punjab,44,0,0,GJ Maxwell,HDPK Dharmasena,PG Pathak,,,,
487,IPL-2014,Ahmedabad,2014-08-05,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Sunrisers Hyderabad,32,0,0,B Kumar,AK Chaudhary,NJ Llong,,,,
488,IPL-2014,Bangalore,2014-09-05,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kings XI Punjab,32,0,0,Sandeep Sharma,S Ravi,K Srinath,,,,
489,IPL-2014,Delhi,2014-10-05,Delhi Daredevils,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,1,Sunrisers Hyderabad,0,8,0,DW Steyn,RM Deshpande,BNJ Oxenford,,,,
490,IPL-2014,Mumbai,2014-10-05,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,4,0,DR Smith,HDPK Dharmasena,VA Kulkarni,,,,
491,IPL-2014,Cuttack,2014-11-05,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,9,0,G Gambhir,NJ Llong,CK Nandan,,,,
492,IPL-2014,Bangalore,2014-11-05,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,normal,0,Rajasthan Royals,0,5,0,JP Faulkner,S Ravi,RJ Tucker,,,,
493,IPL-2014,Hyderabad,2014-12-05,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,0,Mumbai Indians,0,7,0,AT Rayudu,HDPK Dharmasena,VA Kulkarni,,,,
494,IPL-2014,Ranchi,13-05-2014,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,0,Chennai Super Kings,0,5,0,RA Jadeja,BNJ Oxenford,C Shamshuddin,,,,
495,IPL-2014,Bangalore,13-05-2014,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,0,Royal Challengers Bangalore,16,0,0,Yuvraj Singh,K Srinath,RJ Tucker,,,,
496,IPL-2014,Hyderabad,14-05-2014,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,6,0,WP Saha,VA Kulkarni,PG Pathak,,,,
497,IPL-2014,Cuttack,14-05-2014,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,6,0,RV Uthappa,AK Chaudhary,NJ Llong,,,,
498,IPL-2014,Ahmedabad,15-05-2014,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,normal,0,Rajasthan Royals,62,0,0,AM Rahane,S Ravi,RJ Tucker,,,,
499,IPL-2014,Ranchi,18-05-2014,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,Royal Challengers Bangalore,0,5,0,AB de Villiers,BNJ Oxenford,C Shamshuddin,,,,
500,IPL-2014,Hyderabad,18-05-2014,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,0,Kolkata Knight Riders,0,7,0,UT Yadav,NJ Llong,CK Nandan,,,,
501,IPL-2014,Ahmedabad,19-05-2014,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,0,Mumbai Indians,25,0,0,MEK Hussey,S Ravi,RJ Tucker,,,,
502,IPL-2014,Delhi,19-05-2014,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,4,0,AR Patel,HDPK Dharmasena,PG Pathak,,,,
503,IPL-2014,Hyderabad,20-05-2014,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,normal,0,Sunrisers Hyderabad,0,7,0,DA Warner,AK Chaudhary,NJ Llong,,,,
504,IPL-2014,Kolkata,20-05-2014,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,8,0,RV Uthappa,RM Deshpande,C Shamshuddin,,,,
505,IPL-2014,Chandigarh,21-05-2014,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,7,0,LMP Simmons,HDPK Dharmasena,VA Kulkarni,,,,
506,IPL-2014,Kolkata,22-05-2014,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Kolkata Knight Riders,30,0,0,RV Uthappa,AK Chaudhary,CK Nandan,,,,
507,IPL-2014,Ranchi,22-05-2014,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,6,0,DA Warner,BNJ Oxenford,C Shamshuddin,,,,
508,IPL-2014,Mumbai,23-05-2014,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Mumbai Indians,15,0,0,MEK Hussey,S Ravi,RJ Tucker,,,,
509,IPL-2014,Chandigarh,23-05-2014,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kings XI Punjab,16,0,0,SE Marsh,HDPK Dharmasena,PG Pathak,,,,
510,IPL-2014,Bangalore,24-05-2014,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,8,0,MS Dhoni,AK Chaudhary,NJ Llong,,,,
511,IPL-2014,Kolkata,24-05-2014,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,4,0,YK Pathan,RM Deshpande,BNJ Oxenford,,,,
512,IPL-2014,Chandigarh,25-05-2014,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0,7,0,M Vohra,HDPK Dharmasena,VA Kulkarni,,,,
513,IPL-2014,Mumbai,25-05-2014,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0,5,0,CJ Anderson,K Srinath,RJ Tucker,,,,
514,IPL-2014,Kolkata,27-05-2014,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kolkata Knight Riders,28,0,0,UT Yadav,NJ Llong,S Ravi,,,,
515,IPL-2014,Mumbai,28-05-2014,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0,7,0,SK Raina,VA Kulkarni,BNJ Oxenford,,,,
516,IPL-2014,Mumbai,30-05-2014,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,0,Kings XI Punjab,24,0,0,V Sehwag,HDPK Dharmasena,RJ Tucker,,,,
517,IPL-2014,Bangalore,2014-01-06,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,3,0,MK Pandey,HDPK Dharmasena,BNJ Oxenford,,,,
518,IPL-2015,Kolkata,2015-08-04,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,0,M Morkel,S Ravi,C Shamshuddin,,,,
519,IPL-2015,Chennai,2015-09-04,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,normal,0,Chennai Super Kings,1,0,0,A Nehra,RK Illingworth,VA Kulkarni,,,,
520,IPL-2015,Pune,2015-10-04,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,0,Rajasthan Royals,26,0,0,JP Faulkner,SD Fry,CB Gaffaney,,,,
521,IPL-2015,Chennai,2015-11-04,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,normal,0,Chennai Super Kings,45,0,0,BB McCullum,RK Illingworth,VA Kulkarni,,,,
522,IPL-2015,Kolkata,2015-11-04,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0,3,0,CH Gayle,S Ravi,C Shamshuddin,,,,
523,IPL-2015,Delhi,2015-12-04,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,3,0,DJ Hooda,SD Fry,CB Gaffaney,,,,
524,IPL-2015,Mumbai,2015-12-04,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,Kings XI Punjab,18,0,0,GJ Bailey,AK Chaudhary,K Srinivasan,,,,
525,IPL-2015,Bangalore,13-04-2015,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,Sunrisers Hyderabad,0,8,0,DA Warner,RM Deshpande,RK Illingworth,,,,
526,IPL-2015,Ahmedabad,14-04-2015,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,0,Rajasthan Royals,0,7,0,SPD Smith,AK Chaudhary,SD Fry,,,,
527,IPL-2015,Kolkata,30-04-2015,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0,7,0,AD Russell,AK Chaudhary,M Erasmus,,,,
528,IPL-2015,Pune,15-04-2015,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,bat,normal,0,Delhi Daredevils,0,5,0,MA Agarwal,CB Gaffaney,K Srinath,,,,
529,IPL-2015,Visakhapatnam,16-04-2015,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0,6,0,AM Rahane,PG Pathak,S Ravi,,,,
530,IPL-2015,Mumbai,17-04-2015,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,Chennai Super Kings,0,6,0,A Nehra,AK Chaudhary,M Erasmus,,,,
531,IPL-2015,Visakhapatnam,18-04-2015,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,normal,0,Delhi Daredevils,4,0,0,JP Duminy,PG Pathak,S Ravi,,,,
